# Daily average air temperature (degree C)
365
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 
10 
1 2 3 4 5 6 7 8 9 10 
15.7481	14.7731	13.7981	12.8231	11.8481	10.8731	9.8981	8.9231	7.9481	6.9731
15.644	14.669	13.694	12.719	11.744	10.769	9.794	8.819	7.844	6.869
15.5377	14.5627	13.5877	12.6127	11.6377	10.6627	9.6877	8.7127	7.7377	6.7627
15.4292	14.4542	13.4792	12.5042	11.5292	10.5542	9.5792	8.6042	7.6292	6.6542
15.3186	14.3436	13.3686	12.3936	11.4186	10.4436	9.4686	8.4936	7.5186	6.5436
15.2058	14.2308	13.2558	12.2808	11.3058	10.3308	9.3558	8.3808	7.4058	6.4308
15.091	14.116	13.141	12.166	11.191	10.216	9.241	8.266	7.291	6.316
14.9741	13.9991	13.0241	12.0491	11.0741	10.0991	9.1241	8.1491	7.1741	6.1991
14.8553	13.8803	12.9053	11.9303	10.9553	9.9803	9.0053	8.0303	7.0553	6.0803
14.7345	13.7595	12.7845	11.8095	10.8345	9.8595	8.8845	7.9095	6.9345	5.9595
14.6117	13.6367	12.6617	11.6867	10.7117	9.7367	8.7617	7.7867	6.8117	5.8367
14.4871	13.5121	12.5371	11.5621	10.5871	9.6121	8.6371	7.6621	6.6871	5.7121
14.3606	13.3856	12.4106	11.4356	10.4606	9.4856	8.5106	7.5356	6.5606	5.5856
14.2323	13.2573	12.2823	11.3073	10.3323	9.3573	8.3823	7.4073	6.4323	5.4573
14.1023	13.1273	12.1523	11.1773	10.2023	9.2273	8.2523	7.2773	6.3023	5.3273
13.9706	12.9956	12.0206	11.0456	10.0706	9.0956	8.1206	7.1456	6.1706	5.1956
13.8371	12.8621	11.8871	10.9121	9.9371	8.9621	7.9871	7.0121	6.0371	5.0621
13.7021	12.7271	11.7521	10.7771	9.8021	8.8271	7.8521	6.8771	5.9021	4.9271
13.5654	12.5904	11.6154	10.6404	9.6654	8.6904	7.7154	6.7404	5.7654	4.7904
13.4272	12.4522	11.4772	10.5022	9.5272	8.5522	7.5772	6.6022	5.6272	4.6522
13.2875	12.3125	11.3375	10.3625	9.3875	8.4125	7.4375	6.4625	5.4875	4.5125
13.1464	12.1714	11.1964	10.2214	9.2464	8.2714	7.2964	6.3214	5.3464	4.3714
13.0038	12.0288	11.0538	10.0788	9.1038	8.1288	7.1538	6.1788	5.2038	4.2288
12.8599	11.8849	10.9099	9.9349	8.9599	7.9849	7.0099	6.0349	5.0599	4.0849
12.7147	11.7397	10.7647	9.7897	8.8147	7.8397	6.8647	5.8897	4.9147	3.9397
12.5682	11.5932	10.6182	9.6432	8.6682	7.6932	6.7182	5.7432	4.7682	3.7932
12.4205	11.4455	10.4705	9.4955	8.5205	7.5455	6.5705	5.5955	4.6205	3.6455
12.2716	11.2966	10.3216	9.3466	8.3716	7.3966	6.4216	5.4466	4.4716	3.4966
12.1216	11.1466	10.1716	9.1966	8.2216	7.2466	6.2716	5.2966	4.3216	3.3466
11.9705	10.9955	10.0205	9.0455	8.0705	7.0955	6.1205	5.1455	4.1705	3.1955
11.8183	10.8433	9.8683	8.8933	7.9183	6.9433	5.9683	4.9933	4.0183	3.0433
11.6652	10.6902	9.7152	8.7402	7.7652	6.7902	5.8152	4.8402	3.8652	2.8902
11.5112	10.5362	9.5612	8.5862	7.6112	6.6362	5.6612	4.6862	3.7112	2.7362
11.3563	10.3813	9.4063	8.4313	7.4563	6.4813	5.5063	4.5313	3.5563	2.5813
11.2006	10.2256	9.2506	8.2756	7.3006	6.3256	5.3506	4.3756	3.4006	2.4256
11.0441	10.0691	9.0941	8.1191	7.1441	6.1691	5.1941	4.2191	3.2441	2.2691
10.8868	9.9118	8.9368	7.9618	6.9868	6.0118	5.0368	4.0618	3.0868	2.1118
10.7289	9.7539	8.7789	7.8039	6.8289	5.8539	4.8789	3.9039	2.9289	1.9539
10.5704	9.5954	8.6204	7.6454	6.6704	5.6954	4.7204	3.7454	2.7704	1.7954
10.4113	9.4363	8.4613	7.4863	6.5113	5.5363	4.5613	3.5863	2.6113	1.6363
10.2516	9.2766	8.3016	7.3266	6.3516	5.3766	4.4016	3.4266	2.4516	1.4766
10.0915	9.1165	8.1415	7.1665	6.1915	5.2165	4.2415	3.2665	2.2915	1.3165
9.931	8.956	7.981	7.006	6.031	5.056	4.081	3.106	2.131	1.156
9.77011	8.79511	7.82011	6.84511	5.87011	4.89511	3.92011	2.94511	1.97011	0.99511
9.60891	8.63391	7.65891	6.68391	5.70891	4.73391	3.75891	2.78391	1.80891	0.83391
9.44744	8.47244	7.49744	6.52244	5.54744	4.57244	3.59744	2.62244	1.64744	0.67244
9.28576	8.31076	7.33576	6.36076	5.38576	4.41076	3.43576	2.46076	1.48576	0.51076
9.12393	8.14893	7.17393	6.19893	5.22393	4.24893	3.27393	2.29893	1.32393	0.34893
8.96199	7.98699	7.01199	6.03699	5.06199	4.08699	3.11199	2.13699	1.16199	0.18699
8.8	7.825	6.85	5.875	4.9	3.925	2.95	1.975	1	0.025
8.63801	7.66301	6.68801	5.71301	4.73801	3.76301	2.78801	1.81301	0.83801	-0.13699
8.47607	7.50107	6.52607	5.55107	4.57607	3.60107	2.62607	1.65107	0.67607	-0.29893
8.31424	7.33924	6.36424	5.38924	4.41424	3.43924	2.46424	1.48924	0.51424	-0.46076
8.15256	7.17756	6.20256	5.22756	4.25256	3.27756	2.30256	1.32756	0.35256	-0.62244
7.99109	7.01609	6.04109	5.06609	4.09109	3.11609	2.14109	1.16609	0.19109	-0.78391
7.82989	6.85489	5.87989	4.90489	3.92989	2.95489	1.97989	1.00489	0.02989	-0.94511
7.669	6.694	5.719	4.744	3.769	2.794	1.819	0.844	-0.131	-1.106
7.50847	6.53347	5.55847	4.58347	3.60847	2.63347	1.65847	0.68347	-0.29153	-1.26653
7.34837	6.37337	5.39837	4.42337	3.44837	2.47337	1.49837	0.52337	-0.45163	-1.42663
7.18873	6.21373	5.23873	4.26373	3.28873	2.31373	1.33873	0.36373	-0.61127	-1.58627
7.02962	6.05462	5.07962	4.10462	3.12962	2.15462	1.17962	0.20462	-0.77038	-1.74538
6.87108	5.89608	4.92108	3.94608	2.97108	1.99608	1.02108	0.04608	-0.92892	-1.90392
6.71317	5.73817	4.76317	3.78817	2.81317	1.83817	0.86317	-0.11183	-1.08683	-2.06183
6.55593	5.58093	4.60593	3.63093	2.65593	1.68093	0.70593	-0.26907	-1.24407	-2.21907
6.39942	5.42442	4.44942	3.47442	2.49942	1.52442	0.54942	-0.42558	-1.40058	-2.37558
6.24368	5.26868	4.29368	3.31868	2.34368	1.36868	0.39368	-0.58132	-1.55632	-2.53132
6.08878	5.11378	4.13878	3.16378	2.18878	1.21378	0.23878	-0.73622	-1.71122	-2.68622
5.93475	4.95975	3.98475	3.00975	2.03475	1.05975	0.08475	-0.89025	-1.86525	-2.84025
5.78165	4.80665	3.83165	2.85665	1.88165	0.90665	-0.06835	-1.04335	-2.01835	-2.99335
5.62953	4.65453	3.67953	2.70453	1.72953	0.75453	-0.22047	-1.19547	-2.17047	-3.14547
5.47844	4.50344	3.52844	2.55344	1.57844	0.60344	-0.37156	-1.34656	-2.32156	-3.29656
5.32842	4.35342	3.37842	2.40342	1.42842	0.45342	-0.52158	-1.49658	-2.47158	-3.44658
5.17953	4.20453	3.22953	2.25453	1.27953	0.30453	-0.67047	-1.64547	-2.62047	-3.59547
5.03181	4.05681	3.08181	2.10681	1.13181	0.15681	-0.81819	-1.79319	-2.76819	-3.74319
4.88531	3.91031	2.93531	1.96031	0.98531	0.01031	-0.96469	-1.93969	-2.91469	-3.88969
4.74008	3.76508	2.79008	1.81508	0.84008	-0.13492	-1.10992	-2.08492	-3.05992	-4.03492
4.59616	3.62116	2.64616	1.67116	0.69616	-0.27884	-1.25384	-2.22884	-3.20384	-4.17884
4.45361	3.47861	2.50361	1.52861	0.55361	-0.42139	-1.39639	-2.37139	-3.34639	-4.32139
4.31247	3.33747	2.36247	1.38747	0.41247	-0.56253	-1.53753	-2.51253	-3.48753	-4.46253
4.17278	3.19778	2.22278	1.24778	0.27278	-0.70222	-1.67722	-2.65222	-3.62722	-4.60222
4.03458	3.05958	2.08458	1.10958	0.13458	-0.84042	-1.81542	-2.79042	-3.76542	-4.74042
