# Daily windspeed (m.s-1)
365
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 
10 
1 2 3 4 5 6 7 8 9 10 
1.55	1.55	1.55	1.55	1.55	1.55	1.55	1.55	1.55	1.55
2.28	2.28	2.28	2.28	2.28	2.28	2.28	2.28	2.28	2.28
1.91	1.91	1.91	1.91	1.91	1.91	1.91	1.91	1.91	1.91
2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62
5.41	5.41	5.41	5.41	5.41	5.41	5.41	5.41	5.41	5.41
4.25	4.25	4.25	4.25	4.25	4.25	4.25	4.25	4.25	4.25
1.57	1.57	1.57	1.57	1.57	1.57	1.57	1.57	1.57	1.57
1.09	1.09	1.09	1.09	1.09	1.09	1.09	1.09	1.09	1.09
1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83	1.83
4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52
8.04	8.04	8.04	8.04	8.04	8.04	8.04	8.04	8.04	8.04
4.55	4.55	4.55	4.55	4.55	4.55	4.55	4.55	4.55	4.55
4.98	4.98	4.98	4.98	4.98	4.98	4.98	4.98	4.98	4.98
4.98	4.98	4.98	4.98	4.98	4.98	4.98	4.98	4.98	4.98
4.19	4.19	4.19	4.19	4.19	4.19	4.19	4.19	4.19	4.19
6.85	6.85	6.85	6.85	6.85	6.85	6.85	6.85	6.85	6.85
3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84
2.28	2.28	2.28	2.28	2.28	2.28	2.28	2.28	2.28	2.28
3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56
3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56
3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1
2.88	2.88	2.88	2.88	2.88	2.88	2.88	2.88	2.88	2.88
3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28
3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56
4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04
1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9
2.71	2.71	2.71	2.71	2.71	2.71	2.71	2.71	2.71	2.71
3.99	3.99	3.99	3.99	3.99	3.99	3.99	3.99	3.99	3.99
2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66
5.45	5.45	5.45	5.45	5.45	5.45	5.45	5.45	5.45	5.45
2.26	2.26	2.26	2.26	2.26	2.26	2.26	2.26	2.26	2.26
1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75
3.04	3.04	3.04	3.04	3.04	3.04	3.04	3.04	3.04	3.04
3.85	3.85	3.85	3.85	3.85	3.85	3.85	3.85	3.85	3.85
4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17
5.08	5.08	5.08	5.08	5.08	5.08	5.08	5.08	5.08	5.08
2.74	2.74	2.74	2.74	2.74	2.74	2.74	2.74	2.74	2.74
3.61	3.61	3.61	3.61	3.61	3.61	3.61	3.61	3.61	3.61
3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67
2.46	2.46	2.46	2.46	2.46	2.46	2.46	2.46	2.46	2.46
4.34	4.34	4.34	4.34	4.34	4.34	4.34	4.34	4.34	4.34
2.64	2.64	2.64	2.64	2.64	2.64	2.64	2.64	2.64	2.64
3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68
5.67	5.67	5.67	5.67	5.67	5.67	5.67	5.67	5.67	5.67
7.43	7.43	7.43	7.43	7.43	7.43	7.43	7.43	7.43	7.43
7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59
2.73	2.73	2.73	2.73	2.73	2.73	2.73	2.73	2.73	2.73
1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81
2.87	2.87	2.87	2.87	2.87	2.87	2.87	2.87	2.87	2.87
2.81	2.81	2.81	2.81	2.81	2.81	2.81	2.81	2.81	2.81
4.48	4.48	4.48	4.48	4.48	4.48	4.48	4.48	4.48	4.48
4.18	4.18	4.18	4.18	4.18	4.18	4.18	4.18	4.18	4.18
4.88	4.88	4.88	4.88	4.88	4.88	4.88	4.88	4.88	4.88
5.17	5.17	5.17	5.17	5.17	5.17	5.17	5.17	5.17	5.17
2.92	2.92	2.92	2.92	2.92	2.92	2.92	2.92	2.92	2.92
2.68	2.68	2.68	2.68	2.68	2.68	2.68	2.68	2.68	2.68
5.72	5.72	5.72	5.72	5.72	5.72	5.72	5.72	5.72	5.72
6.57	6.57	6.57	6.57	6.57	6.57	6.57	6.57	6.57	6.57
4.59	4.59	4.59	4.59	4.59	4.59	4.59	4.59	4.59	4.59
3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6
2.61	2.61	2.61	2.61	2.61	2.61	2.61	2.61	2.61	2.61
1.67	1.67	1.67	1.67	1.67	1.67	1.67	1.67	1.67	1.67
3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44
2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75
2.87	2.87	2.87	2.87	2.87	2.87	2.87	2.87	2.87	2.87
2.68	2.68	2.68	2.68	2.68	2.68	2.68	2.68	2.68	2.68
3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9
5.55	5.55	5.55	5.55	5.55	5.55	5.55	5.55	5.55	5.55
2.52	2.52	2.52	2.52	2.52	2.52	2.52	2.52	2.52	2.52
2.47	2.47	2.47	2.47	2.47	2.47	2.47	2.47	2.47	2.47
1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16
2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17
2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62
2.49	2.49	2.49	2.49	2.49	2.49	2.49	2.49	2.49	2.49
2.7	2.7	2.7	2.7	2.7	2.7	2.7	2.7	2.7	2.7
2.31	2.31	2.31	2.31	2.31	2.31	2.31	2.31	2.31	2.31
5.29	5.29	5.29	5.29	5.29	5.29	5.29	5.29	5.29	5.29
2.27	2.27	2.27	2.27	2.27	2.27	2.27	2.27	2.27	2.27
3.41	3.41	3.41	3.41	3.41	3.41	3.41	3.41	3.41	3.41
7.21	7.21	7.21	7.21	7.21	7.21	7.21	7.21	7.21	7.21
10.74	10.74	10.74	10.74	10.74	10.74	10.74	10.74	10.74	10.74
4.78	4.78	4.78	4.78	4.78	4.78	4.78	4.78	4.78	4.78
3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68
2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66
3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44
2.89	2.89	2.89	2.89	2.89	2.89	2.89	2.89	2.89	2.89
4.96	4.96	4.96	4.96	4.96	4.96	4.96	4.96	4.96	4.96
1.8	1.8	1.8	1.8	1.8	1.8	1.8	1.8	1.8	1.8
2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15
7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59	7.59
11.34	11.34	11.34	11.34	11.34	11.34	11.34	11.34	11.34	11.34
6.12	6.12	6.12	6.12	6.12	6.12	6.12	6.12	6.12	6.12
4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04
2.05	2.05	2.05	2.05	2.05	2.05	2.05	2.05	2.05	2.05
3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.81
3.38	3.38	3.38	3.38	3.38	3.38	3.38	3.38	3.38	3.38
3.35	3.35	3.35	3.35	3.35	3.35	3.35	3.35	3.35	3.35
2.19	2.19	2.19	2.19	2.19	2.19	2.19	2.19	2.19	2.19
2.51	2.51	2.51	2.51	2.51	2.51	2.51	2.51	2.51	2.51
